,0
0,80.0
1,79.0
2,78.0
3,78.0
4,78.0
5,77.0
6,77.0
7,77.0
8,77.0
9,75.0
10,75.0
11,75.0
12,75.0
13,75.0
14,75.0
15,75.0
16,75.0
17,75.0
18,75.0
19,75.0
20,75.0
21,75.0
22,75.0
23,75.0
24,75.0
25,75.0
26,75.0
27,75.0
28,75.0
29,75.0
30,75.0
31,75.0
32,75.0
33,75.0
34,75.0
35,75.0
36,75.0
37,75.0
38,75.0
39,75.0
40,75.0
41,74.0
42,74.0
43,74.0
44,74.0
45,74.0
46,74.0
47,74.0
48,74.0
49,74.0
50,74.0
51,74.0
52,74.0
53,74.0
54,74.0
55,72.0
56,72.0
57,72.0
58,72.0
59,72.0
60,72.0
61,72.0
62,72.0
63,72.0
64,72.0
65,72.0
66,72.0
67,72.0
68,72.0
69,72.0
70,72.0
71,72.0
72,72.0
73,72.0
74,72.0
75,72.0
76,72.0
77,72.0
78,72.0
79,72.0
80,72.0
81,72.0
82,72.0
83,72.0
84,72.0
85,72.0
86,72.0
87,72.0
88,72.0
89,72.0
90,72.0
91,72.0
92,72.0
93,72.0
94,72.0
95,72.0
96,72.0
97,72.0
98,72.0
99,72.0
100,72.0
101,72.0
102,72.0
103,72.0
104,72.0
105,72.0
106,72.0
107,72.0
108,72.0
109,72.0
110,72.0
111,72.0
112,72.0
113,72.0
114,72.0
115,72.0
116,72.0
117,72.0
118,72.0
119,72.0
120,72.0
121,72.0
122,72.0
123,72.0
124,72.0
125,72.0
126,72.0
127,72.0
128,72.0
129,72.0
130,72.0
131,72.0
132,72.0
133,72.0
134,72.0
135,72.0
136,72.0
137,72.0
138,72.0
139,72.0
140,72.0
141,72.0
142,72.0
143,72.0
144,72.0
145,72.0
146,72.0
147,72.0
148,72.0
149,72.0
150,72.0
151,72.0
152,72.0
153,72.0
154,72.0
155,72.0
156,72.0
157,72.0
158,72.0
159,72.0
160,72.0
161,72.0
162,72.0
163,72.0
164,72.0
165,72.0
166,72.0
167,72.0
168,72.0
169,72.0
170,72.0
171,72.0
172,72.0
173,72.0
174,72.0
175,72.0
176,72.0
177,72.0
178,72.0
179,72.0
180,72.0
181,72.0
182,72.0
183,72.0
184,72.0
185,72.0
186,72.0
187,72.0
188,72.0
189,72.0
190,72.0
191,72.0
192,72.0
193,72.0
194,72.0
195,72.0
196,72.0
197,72.0
198,72.0
199,72.0
200,72.0
201,72.0
202,72.0
203,72.0
204,72.0
205,72.0
206,72.0
207,72.0
208,72.0
209,72.0
210,72.0
211,72.0
212,72.0
213,72.0
214,72.0
215,72.0
216,72.0
217,72.0
218,72.0
219,72.0
220,72.0
221,72.0
222,72.0
223,72.0
224,72.0
225,72.0
226,72.0
227,72.0
228,72.0
229,72.0
230,72.0
231,72.0
232,72.0
233,72.0
234,72.0
235,72.0
236,72.0
237,72.0
238,72.0
239,72.0
240,72.0
241,72.0
242,72.0
243,72.0
244,72.0
245,72.0
246,72.0
247,72.0
248,72.0
249,72.0
250,72.0
251,72.0
252,72.0
253,71.0
254,71.0
255,71.0
256,71.0
257,71.0
258,71.0
259,71.0
260,71.0
261,71.0
262,71.0
263,71.0
264,71.0
265,71.0
266,71.0
267,71.0
268,71.0
269,71.0
270,71.0
271,71.0
272,71.0
273,71.0
274,71.0
275,71.0
276,71.0
277,71.0
278,71.0
279,71.0
280,71.0
281,71.0
282,71.0
283,71.0
284,71.0
285,71.0
286,71.0
287,71.0
288,71.0
289,71.0
290,71.0
291,71.0
292,71.0
293,71.0
294,71.0
295,71.0
296,71.0
297,71.0
298,71.0
299,71.0
