,0
0,79.0
1,79.0
2,79.0
3,79.0
4,78.0
5,78.0
6,76.0
7,76.0
8,76.0
9,76.0
10,76.0
11,75.0
12,75.0
13,75.0
14,75.0
15,75.0
16,75.0
17,75.0
18,75.0
19,75.0
20,75.0
21,75.0
22,75.0
23,75.0
24,75.0
25,75.0
26,75.0
27,75.0
28,75.0
29,75.0
30,75.0
31,75.0
32,75.0
33,75.0
34,75.0
35,75.0
36,75.0
37,75.0
38,75.0
39,75.0
40,75.0
41,75.0
42,75.0
43,75.0
44,75.0
45,75.0
46,75.0
47,75.0
48,75.0
49,75.0
50,75.0
51,75.0
52,75.0
53,75.0
54,75.0
55,75.0
56,75.0
57,75.0
58,75.0
59,75.0
60,75.0
61,75.0
62,75.0
63,75.0
64,75.0
65,75.0
66,75.0
67,75.0
68,75.0
69,75.0
70,74.0
71,74.0
72,74.0
73,74.0
74,74.0
75,74.0
76,74.0
77,74.0
78,74.0
79,74.0
80,74.0
81,74.0
82,74.0
83,74.0
84,74.0
85,74.0
86,74.0
87,74.0
88,74.0
89,74.0
90,74.0
91,74.0
92,74.0
93,74.0
94,74.0
95,74.0
96,74.0
97,74.0
98,74.0
99,74.0
100,74.0
101,74.0
102,74.0
103,74.0
104,74.0
105,74.0
106,74.0
107,74.0
108,74.0
109,74.0
110,74.0
111,74.0
112,74.0
113,74.0
114,74.0
115,74.0
116,74.0
117,74.0
118,74.0
119,74.0
120,74.0
121,74.0
122,74.0
123,74.0
124,74.0
125,74.0
126,74.0
127,74.0
128,74.0
129,74.0
130,74.0
131,74.0
132,74.0
133,74.0
134,74.0
135,74.0
136,74.0
137,74.0
138,74.0
139,74.0
140,74.0
141,74.0
142,74.0
143,74.0
144,74.0
145,74.0
146,74.0
147,74.0
148,74.0
149,74.0
150,74.0
151,74.0
152,74.0
153,74.0
154,74.0
155,74.0
156,74.0
157,74.0
158,74.0
159,74.0
160,74.0
161,74.0
162,74.0
163,74.0
164,74.0
165,74.0
166,74.0
167,74.0
168,74.0
169,74.0
170,74.0
171,74.0
172,74.0
173,74.0
174,74.0
175,74.0
176,74.0
177,74.0
178,74.0
179,74.0
180,74.0
181,74.0
182,74.0
183,74.0
184,74.0
185,74.0
186,74.0
187,73.0
188,73.0
189,73.0
190,73.0
191,73.0
192,73.0
193,73.0
194,73.0
195,73.0
196,73.0
197,73.0
198,73.0
199,73.0
200,73.0
201,73.0
202,73.0
203,73.0
204,73.0
205,73.0
206,73.0
207,73.0
208,73.0
209,73.0
210,73.0
211,73.0
212,73.0
213,73.0
214,73.0
215,73.0
216,73.0
217,73.0
218,73.0
219,73.0
220,73.0
221,73.0
222,73.0
223,73.0
224,73.0
225,73.0
226,73.0
227,73.0
228,73.0
229,73.0
230,73.0
231,73.0
232,73.0
233,73.0
234,73.0
235,73.0
236,73.0
237,73.0
238,73.0
239,73.0
240,73.0
241,73.0
242,73.0
243,73.0
244,73.0
245,73.0
246,73.0
247,73.0
248,73.0
249,73.0
250,73.0
251,73.0
252,73.0
253,73.0
254,73.0
255,73.0
256,73.0
257,73.0
258,73.0
259,73.0
260,73.0
261,73.0
262,73.0
263,73.0
264,73.0
265,73.0
266,73.0
267,73.0
268,73.0
269,73.0
270,73.0
271,73.0
272,73.0
273,73.0
274,73.0
275,73.0
276,73.0
277,73.0
278,73.0
279,73.0
280,73.0
281,73.0
282,73.0
283,73.0
284,73.0
285,73.0
286,73.0
287,73.0
288,73.0
289,73.0
290,73.0
291,73.0
292,73.0
293,73.0
294,73.0
295,73.0
296,73.0
297,73.0
298,73.0
299,73.0
